"mixture","lab","compound","inchikey_2d","polarity","best_formula_rank","best_structure_rank","adducts","molecularFormula","expected_formula","expected_inchikey","mz_observed","confidenceExactMatch","confidenceApproxMatch","confidence_tier"
"2.2","hmgu","2-oxobutanoic acid","TYEYBOSBBBHJIV","pos",1,16,"[M + H]+;[M + K]+","C4H6O3","C4H6O3","TYEYBOSBBBHJIV-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.3","afekta","6-hydroxynicotinic acid","BLHCMGRVFXRYRN","neg",1,1,"[M - H]-","C6H5NO3","C6H5NO3","BLHCMGRVFXRYRN-UHFFFAOYSA-N",138.018402099609,0.225150751836151,0.305636526964543,"C"
"2.3","afekta","6-hydroxynicotinic acid","BLHCMGRVFXRYRN","pos",1,20,"[M + H]+","C6H5NO3","C6H5NO3","BLHCMGRVFXRYRN-UHFFFAOYSA-N",NA,NA,NA,"B"
"2.3","afekta","taurocyamine","JKLRIMRKZBSSED","pos",1,1,"[M + H]+","C3H9N3O3S","C3H9N3O3S","JKLRIMRKZBSSED-UHFFFAOYSA-N",168.042755126953,0.25320901734483,0.25320901734483,"D"
"2.3","afekta","pyruvic acid","LCTONWCANYUPML","neg",1,3,"[M - H]-","C3H4O3","C3H4O3","LCTONWCANYUPML-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.3","afekta","N-acetylserotonin","MVAWJSIDNICKHF","pos",2,1,"[M + Na]+","C12H14N2O2","C12H14N2O2","MVAWJSIDNICKHF-UHFFFAOYSA-N",241.093994140625,0.926398120057178,0.926398120057178,"B"
"2.3","afekta","L-proline","ONIBWKKTOPOVIA","pos",1,1,"[M + H]+","C5H9NO2","C5H9NO2","ONIBWKKTOPOVIA-BYPYZUCNSA-N",116.070266723633,0.785235551273155,0.900994120311333,"C"
"2.3","afekta","imidazol-4-ylacetic acid","PRJKNHOMHKJCEJ","neg",1,2,"[M - H]-","C5H6N2O2","C5H6N2O2","PRJKNHOMHKJCEJ-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.3","afekta","imidazol-4-ylacetic acid","PRJKNHOMHKJCEJ","pos",2,7,"[M + H]+","C5H6N2O2","C5H6N2O2","PRJKNHOMHKJCEJ-UHFFFAOYSA-N",NA,NA,NA,"B"
"2.3","afekta","serotonin","QZAYGJVTTNCVMB","pos",1,1,"[M + H]+","C10H12N2O","C10H12N2O","QZAYGJVTTNCVMB-UHFFFAOYSA-N",177.101371765137,0.986544570892927,0.992955330420493,"C"
"2.3","afekta","(R)-adrenaline","UCTWMZQNUQWSLP","pos",1,1,"[M + H]+","C9H13NO3","C9H13NO3","UCTWMZQNUQWSLP-VIFPVBQESA-N",184.096282958984,0.876082165754376,0.962536608165103,"C"
"2.3","afekta","2'-deoxyinosine","VGONTNSXDCQUGY","neg",1,1,"[M - H]-","C10H12N4O4","C10H12N4O4","VGONTNSXDCQUGY-RRKCRQDMSA-N",251.076461791992,0.459854104882729,0.646813929836947,"C"
"2.3","afekta","2'-deoxyinosine","VGONTNSXDCQUGY","pos",1,3,"[M + H]+","C10H12N4O4","C10H12N4O4","VGONTNSXDCQUGY-RRKCRQDMSA-N",NA,NA,NA,"B"
"2.3","afekta","N-acetyl-L-leucine","WXNXCEHXYPACJF","pos",1,1,"[M + H]+","C8H15NO3","C8H15NO3","WXNXCEHXYPACJF-ZETCQYMHSA-N",174.111915588379,0.900130731929827,0.964334895468933,"C"
"2.3","afekta","trans-3-hexenedioic acid","YHGNXQAFNHCBTK","pos",1,12,"[M + Na]+","C6H8O4","C6H8O4","YHGNXQAFNHCBTK-OWOJBTEDSA-N",NA,NA,NA,"D"
"2.3","cembio","L-isoglutamine","AEFLONBTGZFSGQ","neg",1,1,"[M - H]-","C5H10N2O3","C5H10N2O3","AEFLONBTGZFSGQ-VKHMYHEASA-N",145.061904907227,0.385322071222873,0.644099799397832,"D"
"2.3","cembio","L-isoglutamine","AEFLONBTGZFSGQ","pos",1,1,"[M + H]+","C5H10N2O3","C5H10N2O3","AEFLONBTGZFSGQ-VKHMYHEASA-N",147.076400756836,0.82288111869335,0.850830030277069,"A"
"2.3","cembio","6-hydroxynicotinic acid","BLHCMGRVFXRYRN","neg",1,1,"[M - H]-","C6H5NO3","C6H5NO3","BLHCMGRVFXRYRN-UHFFFAOYSA-N",138.01969909668,0.229229814897995,0.348165990631748,"C"
"2.3","cembio","6-hydroxynicotinic acid","BLHCMGRVFXRYRN","pos",3,1,"[M + H]+","C6H5NO3","C6H5NO3","BLHCMGRVFXRYRN-UHFFFAOYSA-N",140.034301757813,0.545878214366742,0.545878214366742,"B"
"2.3","cembio","gamma-aminobutyric acid","BTCSSZJGUNDROE","pos",1,1,"[M + H]+","C4H9NO2","C4H9NO2","BTCSSZJGUNDROE-UHFFFAOYSA-N",104.070602416992,0.77665305706029,0.87879886035499,"B"
"2.3","cembio","N-acetyl-L-tryptophan","DZTHIGRZJZPRDV","neg",1,1,"[M - H]-","C13H14N2O3","C13H14N2O3","DZTHIGRZJZPRDV-LBPRGKRZSA-N",245.093399047852,0.963053354667253,0.991890569721924,"B"
"2.3","cembio","N-acetyl-L-tryptophan","DZTHIGRZJZPRDV","pos",1,1,"[M + H]+;[M + Na]+","C13H14N2O3","C13H14N2O3","DZTHIGRZJZPRDV-LBPRGKRZSA-N",247.107894897461,0.997518497195308,0.998286642688119,"B"
"2.3","cembio","(S)-mandelic acid","IWYDHOAUDWTVEP","neg",1,1,"[M - H]-","C8H8O3","C8H8O3","IWYDHOAUDWTVEP-ZETCQYMHSA-N",151.039794921875,0.219029411716619,0.467001689118003,"B"
"2.3","cembio","taurocyamine","JKLRIMRKZBSSED","neg",1,1,"[M - H]-","C3H9N3O3S","C3H9N3O3S","JKLRIMRKZBSSED-UHFFFAOYSA-N",166.029296875,0.508895820006737,0.508895820006737,"D"
"2.3","cembio","taurocyamine","JKLRIMRKZBSSED","pos",2,1,"[M + H]+","C3H9N3O3S","C3H9N3O3S","JKLRIMRKZBSSED-UHFFFAOYSA-N",168.044006347656,0.0892434674728543,0.0892434674728543,"D"
"2.3","cembio","gallic acid","LNTHITQWFMADLM","neg",1,1,"[M - H]-","C7H6O5","C7H6O5","LNTHITQWFMADLM-UHFFFAOYSA-N",169.014205932617,0.846378935594048,0.969991824272404,"C"
"2.3","cembio","N-acetylserotonin","MVAWJSIDNICKHF","neg",1,1,"[M - H]-","C12H14N2O2","C12H14N2O2","MVAWJSIDNICKHF-UHFFFAOYSA-N",217.098297119141,0.862518732971904,0.978262174572076,"B"
"2.3","cembio","N-acetylserotonin","MVAWJSIDNICKHF","pos",1,1,"[M + H]+;[M + Na]+","C12H14N2O2","C12H14N2O2","MVAWJSIDNICKHF-UHFFFAOYSA-N",219.113098144531,0.993115392090479,0.997329023558315,"B"
"2.3","cembio","2'-deoxyuridine","MXHRCPNRJAMMIM","neg",1,1,"[M - H]-","C9H12N2O5","C9H12N2O5","MXHRCPNRJAMMIM-SHYZEUOFSA-N",227.067504882813,0.821053620761257,0.821053620761257,"B"
"2.3","cembio","2'-deoxyuridine","MXHRCPNRJAMMIM","pos",1,1,"[M + H]+;[M + Na]+","C9H12N2O5","C9H12N2O5","MXHRCPNRJAMMIM-SHYZEUOFSA-N",229.081893920898,0.797348020383789,0.897179326735836,"B"
"2.3","cembio","2-hydroxy-3-methylbutyric acid","NGEWQZIDQIYUNV","neg",1,1,"[M - H]-","C5H10O3","C5H10O3","NGEWQZIDQIYUNV-UHFFFAOYSA-N",117.055702209473,0.365920875470283,0.480022254351413,"C"
"2.3","cembio","2-hydroxy-3-methylbutyric acid","NGEWQZIDQIYUNV","pos",1,4,"[M + Na]+","C5H10O3","C5H10O3","NGEWQZIDQIYUNV-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.3","cembio","2-hydroxy-4-(methylthio)butanoic acid","ONFOSYPQQXJWGS","neg",1,1,"[M - H]-","C5H10O3S","C5H10O3S","ONFOSYPQQXJWGS-UHFFFAOYSA-N",149.027801513672,0.924986983021719,0.924986983021719,"B"
"2.3","cembio","2-hydroxy-4-(methylthio)butanoic acid","ONFOSYPQQXJWGS","pos",1,11,"[M + H]+;[M + Na]+","C5H10O3S","C5H10O3S","ONFOSYPQQXJWGS-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.3","cembio","L-proline","ONIBWKKTOPOVIA","neg",1,2,"[M - H]-","C5H9NO2","C5H9NO2","ONIBWKKTOPOVIA-BYPYZUCNSA-N",NA,NA,NA,"D"
"2.3","cembio","L-proline","ONIBWKKTOPOVIA","pos",1,1,"[M + H]+","C5H9NO2","C5H9NO2","ONIBWKKTOPOVIA-BYPYZUCNSA-N",116.070899963379,0.912026248349729,0.946315941630322,"C"
"2.3","cembio","imidazol-4-ylacetic acid","PRJKNHOMHKJCEJ","neg",1,1,"[M - H]-","C5H6N2O2","C5H6N2O2","PRJKNHOMHKJCEJ-UHFFFAOYSA-N",125.035598754883,0.158783210749315,0.362281162301786,"C"
"2.3","cembio","imidazol-4-ylacetic acid","PRJKNHOMHKJCEJ","pos",1,1,"[M + H]+","C5H6N2O2","C5H6N2O2","PRJKNHOMHKJCEJ-UHFFFAOYSA-N",127.050201416016,0.61755324228629,0.877701677350531,"B"
"2.3","cembio","serotonin","QZAYGJVTTNCVMB","pos",1,1,"[M + H]+","C10H12N2O","C10H12N2O","QZAYGJVTTNCVMB-UHFFFAOYSA-N",177.102401733398,0.909961927193699,0.954087442071373,"C"
"2.3","cembio","(R)-adrenaline","UCTWMZQNUQWSLP","neg",2,1,"[M - H]-","C9H13NO3","C9H13NO3","UCTWMZQNUQWSLP-VIFPVBQESA-N",182.082504272461,0.675740926272804,0.97161205634806,"A"
"2.3","cembio","(R)-adrenaline","UCTWMZQNUQWSLP","pos",1,1,"[M + H]+","C9H13NO3","C9H13NO3","UCTWMZQNUQWSLP-VIFPVBQESA-N",184.09700012207,0.991289730018385,0.998211908566359,"C"
"2.3","cembio","2'-deoxyinosine","VGONTNSXDCQUGY","neg",1,1,"[M - H]-","C10H12N4O4","C10H12N4O4","VGONTNSXDCQUGY-RRKCRQDMSA-N",251.078796386719,0.452244449646034,0.685407131083433,"C"
"2.3","cembio","2'-deoxyinosine","VGONTNSXDCQUGY","pos",1,1,"[M + H]+;[M + Na]+","C10H12N4O4","C10H12N4O4","VGONTNSXDCQUGY-RRKCRQDMSA-N",253.093200683594,0.89398009148925,0.904003340276909,"B"
"2.3","cembio","N-acetyl-L-leucine","WXNXCEHXYPACJF","neg",1,1,"[M - H]-","C8H15NO3","C8H15NO3","WXNXCEHXYPACJF-ZETCQYMHSA-N",172.098007202148,0.724096656096426,0.991775527905289,"C"
"2.3","cembio","trans-3-hexenedioic acid","YHGNXQAFNHCBTK","neg",1,7,"[M - H]-","C6H8O4","C6H8O4","YHGNXQAFNHCBTK-OWOJBTEDSA-N",NA,NA,NA,"D"
"2.3","cembio","trans-3-hexenedioic acid","YHGNXQAFNHCBTK","pos",1,5,"[M + H]+;[M + Na]+","C6H8O4","C6H8O4","YHGNXQAFNHCBTK-OWOJBTEDSA-N",NA,NA,NA,"D"
"2.3","hmgu","L-isoglutamine","AEFLONBTGZFSGQ","pos",2,45,"[M + H]+","C5H10N2O3","C5H10N2O3","AEFLONBTGZFSGQ-VKHMYHEASA-N",NA,NA,NA,"A"
"2.3","hmgu","gamma-aminobutyric acid","BTCSSZJGUNDROE","neg",1,2,"[M - H]-","C4H9NO2","C4H9NO2","BTCSSZJGUNDROE-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.3","hmgu","gamma-aminobutyric acid","BTCSSZJGUNDROE","pos",1,1,"[M + H]+","C4H9NO2","C4H9NO2","BTCSSZJGUNDROE-UHFFFAOYSA-N",104.069434129096,0.106019429666096,0.106019429666096,"B"
"2.3","hmgu","gallic acid","LNTHITQWFMADLM","neg",2,1,"[M - H]-","C7H6O5","C7H6O5","LNTHITQWFMADLM-UHFFFAOYSA-N",169.013224829128,0.620393288999715,0.620393288999715,"C"
"2.3","hmgu","N-acetylserotonin","MVAWJSIDNICKHF","pos",1,1,"[M + H]+","C12H14N2O2","C12H14N2O2","MVAWJSIDNICKHF-UHFFFAOYSA-N",219.111933904772,0.327799971532079,0.820198113680118,"B"
"2.3","hmgu","trans-3-hexenedioic acid","YHGNXQAFNHCBTK","neg",1,4,"[M - H]-","C6H8O4","C6H8O4","YHGNXQAFNHCBTK-OWOJBTEDSA-N",NA,NA,NA,"D"
"2.4","afekta","creatinine","DDRJAANPRJIHGJ","pos",1,3,"[M + H]+","C4H7N3O","C4H7N3O","DDRJAANPRJIHGJ-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.4","afekta","citraconic acid","HNEGQIOMVPPMNR","pos",1,2,"[M + H]+","C5H6O4","C5H6O4","HNEGQIOMVPPMNR-IHWYPQMZSA-N",NA,NA,NA,"C"
"2.4","afekta","Homocysteine thiolactone","KIWQWJKWBHZMDT","pos",1,2,"[M + H]+","C4H7NOS","C4H7NOS","KIWQWJKWBHZMDT-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.4","afekta","5,6-dimethylbenzimidazole","LJUQGASMPRMWIW","pos",1,2,"[M + H]+","C9H10N2","C9H10N2","LJUQGASMPRMWIW-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.4","afekta","4-guanidinobutanoic acid","TUHVEAJXIMEOSA","pos",1,1,"[M + H]+","C5H11N3O2","C5H11N3O2","TUHVEAJXIMEOSA-UHFFFAOYSA-N",146.09204864502,0.925145238037471,0.9707510866575,"C"
"2.4","cembio","1-hexadecanoyl-sn-glycero-3-phosphocholine","ASWBNKHCZGQVJV","neg",1,1,"[M + CH2O2 - H]-","C24H50NO7P","C24H50NO7P","ASWBNKHCZGQVJV-HSZRJFAPSA-N",540.330871582031,0.437927250869839,0.437927250869839,"C"
"2.4","cembio","1-hexadecanoyl-sn-glycero-3-phosphocholine","ASWBNKHCZGQVJV","pos",1,1,"[M + H]+;[M + Na]+","C24H50NO7P","C24H50NO7P","ASWBNKHCZGQVJV-HSZRJFAPSA-N",496.339996337891,0.663525941803224,0.663525941803224,"B"
"2.4","cembio","creatinine","DDRJAANPRJIHGJ","neg",1,1,"[M - H]-","C4H7N3O","C4H7N3O","DDRJAANPRJIHGJ-UHFFFAOYSA-N",112.051597595215,0.140041594810169,0.140041594810169,"D"
"2.4","cembio","creatinine","DDRJAANPRJIHGJ","pos",1,1,"[M + H]+","C4H7N3O","C4H7N3O","DDRJAANPRJIHGJ-UHFFFAOYSA-N",114.066398620605,0.25438700368048,0.25438700368048,"D"
"2.4","cembio","phosphoenolpyruvic acid","DTBNBXWJWCWCIK","pos",2,3,"[M + H]+","C3H5O6P","C3H5O6P","DTBNBXWJWCWCIK-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.4","cembio","citraconic acid","HNEGQIOMVPPMNR","neg",1,3,"[M - H]-","C5H6O4","C5H6O4","HNEGQIOMVPPMNR-IHWYPQMZSA-N",NA,NA,NA,"D"
"2.4","cembio","citraconic acid","HNEGQIOMVPPMNR","pos",1,1,"[M + H]+;[M + K]+","C5H6O4","C5H6O4","HNEGQIOMVPPMNR-IHWYPQMZSA-N",131.033905029297,0.361022505356937,0.524796214977769,"C"
"2.4","cembio","2-Methyl-4-pentenoic acid","HVRZYSHVZOELOH","pos",1,5,"[M + H]+","C6H10O2","C6H10O2","HVRZYSHVZOELOH-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.4","cembio","L-tryptophanamide","JLSKPBDKNIXMBS","neg",1,1,"[M - H]-","C11H13N3O","C11H13N3O","JLSKPBDKNIXMBS-VIFPVBQESA-N",202.098495483398,0.713556883473457,0.993692741421439,"C"
"2.4","cembio","L-tryptophanamide","JLSKPBDKNIXMBS","pos",1,1,"[M + H]+","C11H13N3O","C11H13N3O","JLSKPBDKNIXMBS-VIFPVBQESA-N",204.113296508789,0.994129812756049,0.998543520447055,"B"
"2.4","cembio","5-methoxytryptamine","JTEJPPKMYBDEMY","pos",1,1,"[M + H]+","C11H14N2O","C11H14N2O","JTEJPPKMYBDEMY-UHFFFAOYSA-N",191.118103027344,0.985259696105019,0.997236670081517,"C"
"2.4","cembio","cortisol","JYGXADMDTFJGBT","neg",1,1,"[M - H]-","C21H30O5","C21H30O5","JYGXADMDTFJGBT-VWUMJDOOSA-N",361.203002929688,0.816774811502589,0.961511700112022,"B"
"2.4","cembio","cortisol","JYGXADMDTFJGBT","pos",1,1,"[M + H]+;[M + Na]+","C21H30O5","C21H30O5","JYGXADMDTFJGBT-VWUMJDOOSA-N",363.217193603516,0.950562085428459,0.976580171420241,"B"
"2.4","cembio","Homocysteine thiolactone","KIWQWJKWBHZMDT","pos",1,4,"[M + H]+","C4H7NOS","C4H7NOS","KIWQWJKWBHZMDT-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.4","cembio","5,6-dimethylbenzimidazole","LJUQGASMPRMWIW","neg",1,1,"[M - H]-","C9H10N2","C9H10N2","LJUQGASMPRMWIW-UHFFFAOYSA-N",145.076995849609,0.383561213216264,0.582831886203745,"B"
"2.4","cembio","5,6-dimethylbenzimidazole","LJUQGASMPRMWIW","pos",1,1,"[M + H]+","C9H10N2","C9H10N2","LJUQGASMPRMWIW-UHFFFAOYSA-N",147.091903686523,0.804177846541223,0.860203638795096,"C"
"2.4","cembio","phloretic acid","NMHMNPHRMNGLLB","neg",1,1,"[M - H]-","C9H10O3","C9H10O3","NMHMNPHRMNGLLB-UHFFFAOYSA-N",165.055694580078,0.20878869963422,0.326740787337337,"C"
"2.4","cembio","2'-deoxyadenosine","OLXZPDWKRNYJJZ","neg",2,1,"[M - H]-","C10H13N5O3","C10H13N5O3","OLXZPDWKRNYJJZ-RRKCRQDMSA-N",250.095397949219,0.0217256902757657,0.0604099560016024,"D"
"2.4","cembio","2'-deoxyadenosine","OLXZPDWKRNYJJZ","pos",1,1,"[M + H]+","C10H13N5O3","C10H13N5O3","OLXZPDWKRNYJJZ-RRKCRQDMSA-N",252.109603881836,0.920214518265466,0.963673757360478,"D"
"2.4","cembio","N-acetyl-alpha-D-galactosamine","OVRNDRQMDRJTHS","neg",3,2,"[M - H]-","C8H15NO6","C8H15NO6","OVRNDRQMDRJTHS-CBQIKETKSA-N",NA,NA,NA,"D"
"2.4","cembio","N-acetyl-alpha-D-galactosamine","OVRNDRQMDRJTHS","pos",1,2,"[M + H]+","C8H15NO6","C8H15NO6","OVRNDRQMDRJTHS-CBQIKETKSA-N",NA,NA,NA,"D"
"2.4","cembio","(R)-carnitine","PHIQHXFUZVPYII","pos",1,1,"[M + H]+","C7H15NO3","C7H15NO3","PHIQHXFUZVPYII-ZCFIWIBFSA-N",162.11279296875,0.997109271023292,0.997109271023292,"C"
"2.4","cembio","4-guanidinobutanoic acid","TUHVEAJXIMEOSA","neg",1,1,"[M - H]-","C5H11N3O2","C5H11N3O2","TUHVEAJXIMEOSA-UHFFFAOYSA-N",144.077896118164,0.265002596762489,0.851726297710735,"C"
"2.4","cembio","4-guanidinobutanoic acid","TUHVEAJXIMEOSA","pos",1,1,"[M + H]+","C5H11N3O2","C5H11N3O2","TUHVEAJXIMEOSA-UHFFFAOYSA-N",146.092697143555,0.923865827303526,0.972776376659048,"C"
"2.4","cembio","Dimethyl adipate","UDSFAEKRVUSQDD","pos",2,18,"[M + H]+","C8H14O4","C8H14O4","UDSFAEKRVUSQDD-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.4","cembio","(S)-methylsuccinic acid","WXUAQHNMJWJLTG","neg",1,1,"[M - H]-","C5H8O4","C5H8O4","WXUAQHNMJWJLTG-VKHMYHEASA-N",131.035003662109,0.721016736029744,0.851896119545843,"B"
"2.4","cembio","(S)-methylsuccinic acid","WXUAQHNMJWJLTG","pos",1,9,"[M + H]+","C5H8O4","C5H8O4","WXUAQHNMJWJLTG-VKHMYHEASA-N",NA,NA,NA,"D"
"2.4","cembio","5,6-dihydroxyindole-2-carboxylic acid","YFTGOBNOJKXZJC","neg",1,1,"[M - H]-","C9H7NO4","C9H7NO4","YFTGOBNOJKXZJC-UHFFFAOYSA-N",192.030395507813,0.665725544016036,0.665725544016036,"B"
"2.4","cembio","5,6-dihydroxyindole-2-carboxylic acid","YFTGOBNOJKXZJC","pos",1,1,"[M + H]+","C9H7NO4","C9H7NO4","YFTGOBNOJKXZJC-UHFFFAOYSA-N",194.044799804688,0.809818405762277,0.809818405762277,"A"
"2.4","hmgu","1-hexadecanoyl-sn-glycero-3-phosphocholine","ASWBNKHCZGQVJV","neg",1,1,"[M + CH2O2 - H]-","C24H50NO7P","C24H50NO7P","ASWBNKHCZGQVJV-HSZRJFAPSA-N",540.329439409188,0.354015024293436,0.420070371752502,"C"
"2.4","hmgu","3-methylbut-2-enoic acid","YYPNJNDODFVZLE","pos",1,7,"[M + H]+","C5H8O2","C5H8O2","YYPNJNDODFVZLE-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.5","afekta","2-phenylethylamine","BHHGXPLMPWCGHP","pos",1,1,"[M + H]+","C8H11N","C8H11N","BHHGXPLMPWCGHP-UHFFFAOYSA-N",122.095887472463,0.835154922494235,0.90088591010001,"C"
"2.5","afekta","xanthurenic acid","FBZONXHGGPHHIY","neg",2,1,"[M - H]-","C10H7NO4","C10H7NO4","FBZONXHGGPHHIY-UHFFFAOYSA-N",204.028791427612,0.251732453560658,0.606754010428019,"B"
"2.5","afekta","xanthurenic acid","FBZONXHGGPHHIY","pos",2,1,"[M + H]+","C10H7NO4","C10H7NO4","FBZONXHGGPHHIY-UHFFFAOYSA-N",206.043670654297,0.444641274213329,0.444641274213329,"C"
"2.5","afekta","hypoxanthine","FDGQSTZJBFJUBT","pos",1,1,"[M + H]+","C5H4N4O","C5H4N4O","FDGQSTZJBFJUBT-UHFFFAOYSA-N",137.045555114746,0.825207284223676,0.825207284223676,"C"
"2.5","afekta","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW","neg",1,1,"[M - H]-","C4H8N2O3","C4H8N2O3","JSJWCHRYRHKBBW-UHFFFAOYSA-N",131.045318603516,0.148885302288061,0.148885302288061,"A"
"2.5","afekta","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW","pos",1,13,"[M + H]+","C4H8N2O3","C4H8N2O3","JSJWCHRYRHKBBW-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.5","afekta","cis-4-hydroxy-D-proline","PMMYEEVYMWASQN","pos",1,1,"[M + Na]+","C5H9NO3","C5H9NO3","PMMYEEVYMWASQN-QWWZWVQMSA-N",154.046905517578,0.75358888565901,0.836712799857372,"D"
"2.5","afekta","D-glyceric acid","RBNPOMFGQQGHHO","neg",1,1,"[M - H]-","C3H6O4","C3H6O4","RBNPOMFGQQGHHO-UWTATZPHSA-N",105.018549601237,0.709878164283531,0.755218390508482,"C"
"2.5","afekta","5-aminolevulinic acid","ZGXJTSGNIOSYLO","pos",1,2,"[M + Na]+","C5H9NO3","C5H9NO3","ZGXJTSGNIOSYLO-UHFFFAOYSA-N",NA,NA,NA,"B"
"2.5","cembio","2-phenylethylamine","BHHGXPLMPWCGHP","pos",1,1,"[M + H]+","C8H11N","C8H11N","BHHGXPLMPWCGHP-UHFFFAOYSA-N",122.096496582031,0.899402215083232,0.935148099015436,"C"
"2.5","cembio","xanthurenic acid","FBZONXHGGPHHIY","neg",1,1,"[M - H]-","C10H7NO4","C10H7NO4","FBZONXHGGPHHIY-UHFFFAOYSA-N",204.030395507813,0.602311755955702,0.819599731415386,"B"
"2.5","cembio","xanthurenic acid","FBZONXHGGPHHIY","pos",1,1,"[M + H]+","C10H7NO4","C10H7NO4","FBZONXHGGPHHIY-UHFFFAOYSA-N",206.045104980469,0.385877588857129,0.541835353835076,"C"
"2.5","cembio","hypoxanthine","FDGQSTZJBFJUBT","neg",1,1,"[M - H]-","C5H4N4O","C5H4N4O","FDGQSTZJBFJUBT-UHFFFAOYSA-N",135.031204223633,0.405000175882413,0.405000175882413,"C"
"2.5","cembio","hypoxanthine","FDGQSTZJBFJUBT","pos",1,1,"[M + H]+","C5H4N4O","C5H4N4O","FDGQSTZJBFJUBT-UHFFFAOYSA-N",137.0458984375,0.833624653639242,0.833624653639242,"C"
"2.5","cembio","D-ribofuranose","HMFHBZSHGGEWLO","neg",1,2,"[M - H]-","C5H10O5","C5H10O5","HMFHBZSHGGEWLO-SOOFDHNKSA-N",NA,NA,NA,"D"
"2.5","cembio","N-acetyl-L-valine","IHYJTAOFMMMOPX","neg",1,1,"[M - H]-","C7H13NO3","C7H13NO3","IHYJTAOFMMMOPX-LURJTMIESA-N",158.082305908203,0.844680100339595,0.925234141567003,"B"
"2.5","cembio","N-acetyl-L-valine","IHYJTAOFMMMOPX","pos",1,1,"[M + H]+;[M + Na]+","C7H13NO3","C7H13NO3","IHYJTAOFMMMOPX-LURJTMIESA-N",160.096893310547,0.958301287700492,0.977449091983258,"A"
"2.5","cembio","3-hydroxybenzoic acid","IJFXRHURBJZNAO","neg",1,1,"[M - H]-","C7H6O3","C7H6O3","IJFXRHURBJZNAO-UHFFFAOYSA-N",137.024398803711,0.522063708452364,0.762732601543859,"B"
"2.5","cembio","3-hydroxybenzoic acid","IJFXRHURBJZNAO","pos",1,1,"[M + H]+;[M + Na]+","C7H6O3","C7H6O3","IJFXRHURBJZNAO-UHFFFAOYSA-N",139.039001464844,0.10628007348205,0.390501605778983,"C"
"2.5","cembio","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW","neg",1,1,"[M - H]-","C4H8N2O3","C4H8N2O3","JSJWCHRYRHKBBW-UHFFFAOYSA-N",131.046401977539,0.550035142013284,0.550035142013284,"A"
"2.5","cembio","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW","pos",1,1,"[M + H]+;[M + Na]+","C4H8N2O3","C4H8N2O3","JSJWCHRYRHKBBW-UHFFFAOYSA-N",133.061706542969,0.47827486506596,0.47827486506596,"C"
"2.5","cembio","oxalic acid","MUBZPKHOEPUJKR","neg",1,1,"[M - H]-","C2H2O4","C2H2O4","MUBZPKHOEPUJKR-UHFFFAOYSA-N",88.987998962402,0.0608116235444659,0.0608116235444659,"C"
"2.5","cembio","5-oxo-L-proline","ODHCTXKNWHHXJC","neg",1,1,"[M - H]-","C5H7NO3","C5H7NO3","ODHCTXKNWHHXJC-VKHMYHEASA-N",128.035400390625,0.959994960653977,0.959994960653977,"B"
"2.5","cembio","5-oxo-L-proline","ODHCTXKNWHHXJC","pos",1,20,"[M + Na]+","C5H7NO3","C5H7NO3","ODHCTXKNWHHXJC-VKHMYHEASA-N",NA,NA,NA,"D"
"2.5","cembio","Phenylglyoxal","OJUGVDODNPJEEC","pos",1,2,"[M + H]+","C8H6O2","C8H6O2","OJUGVDODNPJEEC-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.5","cembio","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM","neg",1,1,"[M - H]-","C6H6O4","C6H6O4","PCSKKIUURRTAEM-UHFFFAOYSA-N",141.019393920898,0.439120314747817,0.53138825946724,"C"
"2.5","cembio","5-hydroxymethyl-2-furoic acid","PCSKKIUURRTAEM","pos",1,1,"[M + H]+;[M + Na]+","C6H6O4","C6H6O4","PCSKKIUURRTAEM-UHFFFAOYSA-N",143.034896850586,0.718367306691499,0.718367306691499,"C"
"2.5","cembio","cis-4-hydroxy-D-proline","PMMYEEVYMWASQN","neg",1,1,"[M - H]-","C5H9NO3","C5H9NO3","PMMYEEVYMWASQN-QWWZWVQMSA-N",130.050994873047,0.475862279978246,0.860077223969359,"C"
"2.5","cembio","cis-4-hydroxy-D-proline","PMMYEEVYMWASQN","pos",1,2,"[M + H]+","C5H9NO3","C5H9NO3","PMMYEEVYMWASQN-QWWZWVQMSA-N",NA,NA,NA,"D"
